username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-03-03 19:29;4;12;"# WhatIsAWeekend? Busy for the @ philredcross Albay relief team chapter! The team’s prepping materials, documents for an upcoming relief distribution next week for families affected by the # MayonPH # ReliefPH Over 60k fams are still in ECs as Alert level 4 remains in Albaypic.twitter.com/KGuEcJBYOf";;@;# # #;"969897579243700225";https://twitter.com/MJEvalarosa/status/969897579243700225
;2018-03-03 17:15;1;4;"2 days prior to the distribution of relief items to displaced families of Mayon summit eruption, @ philredcross coordinates w/ the camp leaders & briefed them to post the beneficiary list as well as announce to the community the details of the distribution. # MayonPh # ReliefPhpic.twitter.com/7VhpYg3Gry";;@;# #;"969863750948810752";https://twitter.com/rovingroxie/status/969863750948810752
;2018-03-02 11:54;4;20;"Quick field visit to check on progress of @ philredcross transitional latrines being built in Anislag ES & Comun ES in Albay for families affected by # MayonPH. Each latrine unit has 5 cubicles () and a handwashing facility for both children and adults. # CommIsAidpic.twitter.com/KeLMZIudBp";;@;# #;"969420680860090373";https://twitter.com/MJEvalarosa/status/969420680860090373
;2018-02-28 14:24;0;0;"# MayonPH https://fb.me/8GHx2eo5e";;;#;"968733687314558976";https://twitter.com/cdrc1984/status/968733687314558976
;2018-02-27 21:24;0;1;"Beautiful disaster. # MayonPH pic.twitter.com/gM5yk4F7jY";;;#;"968476837679570945";https://twitter.com/almirashaneeeee/status/968476837679570945
;2018-02-24 02:58;0;0;"cdrc1984Women Abaca weavers continue their livelihood activities at the evacuation centers. # MayonPH # womenpower... https://fb.me/7tYYMb3Kk";;;# #;"967111391327989765";https://twitter.com/bdsaguing/status/967111391327989765
;2018-02-18 20:01;1;3;"Oh you! You beauty! You’ve shown yourself to me now, 3rd time luck! # Philippines # MayonPH pic.twitter.com/jYxT728bln";;;# #;"965194655921926146";https://twitter.com/leoviotti/status/965194655921926146
;2018-02-17 13:44;0;0;"# MayonPH Our deepest gratitude to organizations, families, friends and individuals who supported our community... https://fb.me/22tTzXv7Q";;;#;"964737376366088192";https://twitter.com/cdrc1984/status/964737376366088192
;2018-02-17 13:41;0;0;"# MayonPH Community kitchen inside evacuation centers https://fb.me/84BQ4urzc";;;#;"964736478000697345";https://twitter.com/cdrc1984/status/964736478000697345
;2018-02-17 13:34;0;0;"# MayonPH CDRC, Tarabang para sa Bicol, Inc. (TABI) and Asia-Pacific Alliance for Disaster Management worked... https://fb.me/I3gdkJy8";;;#;"964734689713033219";https://twitter.com/cdrc1984/status/964734689713033219
;2018-02-16 00:42;1;0;"Of course - helping people affected by disasters is what we do! We're also helping people who evacuated b/c of # mayonvolcano? # MayonPH";;;# #;"964178064484782080";https://twitter.com/theOFDA/status/964178064484782080
;2018-02-12 19:24;0;3;"Operation Sagip # MayonPH update: As of February 12, we already reached 17,217 Individuals with our mobile kitchen while 3,327 families received relief packs. Salamat, mga Kapamilya! This became possible with your help. https://goo.gl/nTRJoC pic.twitter.com/XIgNpmFk1J";;;#;"963010864252051456";https://twitter.com/ABSCBNLKFI/status/963010864252051456
;2018-02-12 16:18;2;1;"[WEEKLY DISASTER UPDATE] is available: https://ahacentre.org/weekly-disaster-update/weekly-disaster-update-5-11-february-2018 … Last week was dominated by hydro-meteorological disasters, including floods and landslides in Malaysia, Indonesia and Philippines. # AHAUpdates # disastermonitoring # MayonPH # banjir # VintaPH # Tembin # floods";;;# # # # # # #;"962964050203168768";https://twitter.com/AHACentre/status/962964050203168768
;2018-02-08 12:00;1;0;"DR MAYON UPDATE: Thank you partners! Because of your help,we will be able to distribute more relief packs for Disaster Response Mayon. # PrayForAlbay # OBPhilDR # MayonPH # DRMayonpic.twitter.com/G1QK5W9xz9";;;# # # #;"961449508730150912";https://twitter.com/obphil/status/961449508730150912
;2018-02-08 04:31;7;18;"Our partner @ WFP_Philippines provides logistics support to @ dswdserves, ensuring that aid reaches ppl who fled # MayonVolcano. # MayonPH pic.twitter.com/nApV04lozb";;@ @;# #;"961336665397657600";https://twitter.com/theOFDA/status/961336665397657600
;2018-02-07 17:35;7;14;"Food assistance continues to arrive in Region 5! Our strategic partnership with the @ USAID_Manila @ theOFDA has enabled WFP to provide logistics support to the @ dswdserves relief operations for the affected communities in Albay Province. # MayonPH pic.twitter.com/mMuTdc3BXa";;@ @ @;#;"961171626065670144";https://twitter.com/WFP_Philippines/status/961171626065670144
;2018-02-07 11:51;0;0;"# MayonPH A-PAD Metro Naga provides support to Mayon evacuees https://fb.me/78iytVTHH";;;#;"961084961263628288";https://twitter.com/cdrc1984/status/961084961263628288
;2018-02-06 16:02;0;0;"Mga Ka-POSIBLE, tayo nang tumulong sa mga kababayan natin sa Albay! # MayonPH # MayonReliefhttps://twitter.com/McDo_PH/status/960785343942344704 …";;;# #;"960785692480626688";https://twitter.com/KaPOSIBLE/status/960785692480626688
;2018-02-04 10:54;0;0;"A-PAD Metro Naga # MayonPH emergency response: TABI-Disaster Preparedness Committee (DPC) and Barangay Tumpa... https://fb.me/2zcIktIhu";;;#;"959983424126771203";https://twitter.com/cdrc1984/status/959983424126771203
;2018-02-02 11:47;5;7;"While relief distributions continue in # Mayon affected areas, schools used as evacuation centers are still suspending classes, disrupting classes for more than 10k children # MayonPH pic.twitter.com/jXhHk7E8Xu";;;# #;"959271942644576257";https://twitter.com/IFRCAsiaPacific/status/959271942644576257
